datetime,flow_cfs
3/17/2001,1975.0
3/18/2001,2604.0
3/19/2001,3423.0
3/20/2001,3468.0
3/21/2001,4221.0
3/22/2001,3843.0
3/23/2001,3525.0
3/24/2001,3950.0
3/25/2001,5451.0
3/26/2001,4533.0
3/27/2001,4347.0
3/28/2001,5093.0
3/29/2001,5192.0
3/30/2001,5388.0
3/31/2001,5059.0
4/1/2001,5565.0
4/2/2001,4181.0
4/3/2001,3500.0
4/4/2001,2823.0
4/5/2001,2023.0
4/6/2001,2330.0
4/7/2001,2592.0
4/8/2001,2082.0
4/9/2001,1842.0
4/10/2001,1846.0
4/11/2001,1957.0
4/12/2001,2477.0
4/13/2001,1621.0
4/14/2001,2026.0
4/15/2001,2013.0
4/16/2001,2634.0
4/17/2001,3470.0
4/18/2001,4123.0
4/19/2001,4534.0
4/20/2001,5112.0
4/21/2001,4092.0
4/22/2001,4078.0
4/23/2001,3942.0
4/24/2001,5362.0
4/25/2001,6946.0
4/26/2001,7485.0
4/27/2001,8009.0
4/28/2001,7170.0
4/29/2001,5861.0
4/30/2001,7211.0
5/1/2001,8443.0
5/2/2001,8526.0
5/3/2001,4951.0
5/4/2001,4864.0
5/5/2001,5844.0
5/6/2001,7472.0
5/7/2001,8457.0
5/8/2001,9948.0
5/9/2001,10379.0
5/10/2001,9369.0
5/11/2001,9221.0
5/12/2001,9021.0
5/13/2001,7448.0
5/14/2001,7749.0
5/15/2001,6977.0
5/16/2001,8621.0
5/17/2001,8211.0
5/18/2001,7292.0
5/19/2001,7185.0
5/20/2001,6022.0
5/21/2001,7206.0
5/22/2001,6468.0
5/23/2001,6199.0
5/24/2001,6256.0
5/25/2001,5391.0
5/26/2001,4798.0
5/27/2001,4140.0
5/28/2001,3231.0
5/29/2001,3539.0
5/30/2001,3388.0
5/31/2001,3429.0
6/1/2001,3018.0
6/2/2001,2718.0
6/3/2001,1792.0
6/4/2001,1911.0
6/5/2001,1715.0
6/6/2001,1449.0
6/7/2001,1993.0
6/8/2001,1471.0
6/9/2001,1173.0
6/10/2001,870.0
6/11/2001,1339.0
6/12/2001,1400.0
6/13/2001,901.0
6/14/2001,617.0
6/15/2001,1121.0
6/16/2001,613.0
6/17/2001,821.0
6/18/2001,657.0
6/19/2001,739.0
6/20/2001,575.0
6/21/2001,787.0
6/22/2001,738.0
6/23/2001,112.0
6/24/2001,165.0
6/25/2001,662.0
6/26/2001,491.0
6/27/2001,251.0
6/28/2001,523.0
6/29/2001,432.0
6/30/2001,389.0
7/1/2001,622.0
7/2/2001,301.0
7/3/2001,551.0
7/4/2001,487.0
7/5/2001,633.0
7/6/2001,666.0
7/7/2001,1038.0
7/8/2001,582.0
7/9/2001,497.0
7/10/2001,623.0
7/11/2001,209.0
7/12/2001,696.0
7/13/2001,432.0
7/14/2001,60.0
7/15/2001,618.0
7/16/2001,566.5
7/17/2001,515.0
7/18/2001,259.0
7/19/2001,399.0
7/20/2001,158.0
7/21/2001,245.0
7/22/2001,19.0
7/23/2001,578.0
7/24/2001,248.0
7/25/2001,346.0
7/26/2001,54.0
7/27/2001,91.0
7/28/2001,454.0
7/29/2001,155.0
7/30/2001,385.0
7/31/2001,615.0
8/1/2001,377.0
8/2/2001,398.5
8/3/2001,420.0
8/4/2001,235.0
8/5/2001,12.0
8/6/2001,309.0
8/7/2001,441.0
8/8/2001,214.0
8/9/2001,400.5
8/10/2001,587.0
8/11/2001,165.0
8/12/2001,338.0
8/13/2001,370.0
8/14/2001,202.0
8/15/2001,34.0
8/16/2001,148.0
8/17/2001,292.0
8/18/2001,465.0
8/19/2001,43.0
8/20/2001,9.0
8/21/2001,207.0
8/22/2001,181.5
8/23/2001,156.0
8/24/2001,315.0
8/25/2001,442.0
8/26/2001,559.0
8/27/2001,676.0
8/28/2001,338.0
8/29/2001,340.0
8/30/2001,342.0
8/31/2001,170.0
9/1/2001,504.0
9/2/2001,18.0
9/3/2001,365.0
9/4/2001,230.0
9/5/2001,95.0
9/6/2001,147.0
9/7/2001,385.0
9/8/2001,388.0
9/9/2001,391.0
9/10/2001,432.5
9/11/2001,474.0
9/12/2001,86.0
9/13/2001,132.0
9/14/2001,178.0
9/15/2001,409.0
9/16/2001,134.0
9/17/2001,266.0
9/18/2001,398.0
9/19/2001,199.0
9/20/2001,207.0
9/21/2001,215.0
9/22/2001,403.0
9/23/2001,329.0
9/24/2001,164.5
9/25/2001,330.25
9/26/2001,496.0
9/27/2001,205.0
9/28/2001,140.0
9/29/2001,242.0
9/30/2001,28.0
10/1/2001,449.0
10/2/2001,169.0
10/3/2001,84.5
10/4/2001,42.25
10/5/2001,150.125
10/6/2001,258.0
10/7/2001,129.0
10/8/2001,244.0
10/9/2001,359.0
10/10/2001,386.0
10/11/2001,413.0
10/12/2001,191.0
10/13/2001,89.0
10/14/2001,226.5
10/15/2001,364.0
10/16/2001,106.0
10/17/2001,326.5
10/18/2001,547.0
10/19/2001,251.0
10/20/2001,215.0
10/21/2001,179.0
10/22/2001,133.0
10/23/2001,213.5
10/24/2001,294.0
10/25/2001,538.0
10/26/2001,377.0
10/27/2001,216.0
10/28/2001,108.0
10/29/2001,833.5
10/30/2001,1559.0
10/31/2001,517.0
11/1/2001,258.5
11/2/2001,196.75
11/3/2001,135.0
11/4/2001,30.0
11/5/2001,190.0
11/6/2001,218.0
11/7/2001,246.0
11/8/2001,152.0
11/9/2001,168.5
11/10/2001,185.0
11/11/2001,334.0
11/12/2001,1446.0
11/13/2001,619.0
11/14/2001,196.0
11/15/2001,499.0
11/16/2001,307.0
11/17/2001,429.0
11/18/2001,215.0
11/19/2001,161.0
11/20/2001,493.5
11/21/2001,826.0
11/22/2001,2733.0
11/23/2001,688.0
11/24/2001,4168.0
11/25/2001,2357.0
11/26/2001,1418.0
11/27/2001,550.0
11/28/2001,840.0
11/29/2001,736.0
11/30/2001,940.0
12/1/2001,976.0
12/2/2001,4350.0
12/3/2001,2536.0
12/4/2001,1328.0
12/5/2001,1786.0
12/6/2001,897.0
12/7/2001,1214.0
12/8/2001,1098.0
12/9/2001,687.0
12/10/2001,983.0
12/11/2001,618.0
12/12/2001,924.0
12/13/2001,1131.0
12/14/2001,1052.0
12/15/2001,993.0
12/16/2001,945.0
12/17/2001,1466.0
12/18/2001,660.0
12/19/2001,940.0
12/20/2001,1211.0
12/21/2001,1476.0
12/22/2001,995.0
12/23/2001,1449.0
12/24/2001,1221.0
12/25/2001,1350.0
12/26/2001,394.0
12/27/2001,1013.0
12/28/2001,1727.0
12/29/2001,7692.0
12/30/2001,4278.0
12/31/2001,5289.0
1/1/2002,2850.0
1/2/2002,4294.0
1/3/2002,5233.0
1/4/2002,3021.0
1/5/2002,1890.0
1/6/2002,2253.0
1/7/2002,2474.0
1/8/2002,1591.0
1/9/2002,1843.0
1/10/2002,1542.0
1/11/2002,1390.0
1/12/2002,1742.0
1/13/2002,1339.0
1/14/2002,1113.0
1/15/2002,1496.0
1/16/2002,1167.0
1/17/2002,1168.0
1/18/2002,740.0
1/19/2002,785.0
1/20/2002,1841.0
1/21/2002,768.0
1/22/2002,1111.0
1/23/2002,898.0
1/24/2002,393.0
1/25/2002,841.0
1/26/2002,1056.0
1/27/2002,1066.0
1/28/2002,1024.0
1/29/2002,840.0
1/30/2002,750.0
1/31/2002,912.0
2/1/2002,747.0
2/2/2002,296.0
2/3/2002,899.0
2/4/2002,714.0
2/5/2002,936.0
2/6/2002,817.0
2/7/2002,1297.0
2/8/2002,1447.0
2/9/2002,886.0
2/10/2002,940.0
2/11/2002,877.0
2/12/2002,869.0
2/13/2002,1374.0
2/14/2002,1352.0
2/15/2002,915.0
2/16/2002,1615.0
2/17/2002,1730.0
2/18/2002,1642.0
2/19/2002,1600.0
2/20/2002,2645.0
2/21/2002,2133.0
2/22/2002,1909.0
2/23/2002,2189.0
2/24/2002,2317.0
2/25/2002,1561.0
2/26/2002,2214.0
2/27/2002,1785.0
2/28/2002,2389.0
3/1/2002,1363.0
3/2/2002,1799.0
3/3/2002,1496.0
3/4/2002,1455.0
3/5/2002,1575.0
3/6/2002,2502.0
3/7/2002,4410.0
3/8/2002,2599.0
3/9/2002,2425.0
3/10/2002,1837.0
3/11/2002,1823.0
3/12/2002,2170.0
3/13/2002,1795.0
3/14/2002,1486.0
3/15/2002,1276.0
3/16/2002,1995.0
3/17/2002,1728.0
3/18/2002,922.0
3/19/2002,1488.0
3/20/2002,2177.0
3/21/2002,1707.0
3/22/2002,2282.0
3/23/2002,5097.0
3/24/2002,3903.0
3/25/2002,2345.0
3/26/2002,2818.0
3/27/2002,2276.0
3/28/2002,2616.0
3/29/2002,3157.0
3/30/2002,3755.0
3/31/2002,3923.0
4/1/2002,5046.0
4/2/2002,5206.0
4/3/2002,5384.0
4/4/2002,6978.0
4/5/2002,6521.0
4/6/2002,5727.0
4/7/2002,5613.0
4/8/2002,5739.0
4/9/2002,6129.0
4/10/2002,6048.0
4/11/2002,6062.0
4/12/2002,6537.0
4/13/2002,7136.0
4/14/2002,8093.0
4/15/2002,7921.0
4/16/2002,5445.0
4/17/2002,4116.0
4/18/2002,3187.0
4/19/2002,3362.0
4/20/2002,2471.0
4/21/2002,2658.0
4/22/2002,3172.0
4/23/2002,3547.0
4/24/2002,4323.0
4/25/2002,5018.0
4/26/2002,6243.0
4/27/2002,4515.0
4/28/2002,4127.0
4/29/2002,3170.0
4/30/2002,3397.0
5/1/2002,2813.0
5/2/2002,3012.0
5/3/2002,3653.0
5/4/2002,4529.0
5/5/2002,5837.0
5/6/2002,5928.0
5/7/2002,6678.0
5/8/2002,6922.0
5/9/2002,6200.0
5/10/2002,5553.0
5/11/2002,4301.0
5/12/2002,5236.0
5/13/2002,5041.0
5/14/2002,6380.0
5/15/2002,8263.0
5/16/2002,7760.0
5/17/2002,8814.0
5/18/2002,9528.0
5/19/2002,8892.0
5/20/2002,7580.0
5/21/2002,5858.0
5/22/2002,4753.0
5/23/2002,4341.0
5/24/2002,4350.0
5/25/2002,4914.0
5/26/2002,6243.0
5/27/2002,7231.0
5/28/2002,6545.0
5/29/2002,8037.0
5/30/2002,9362.0
5/31/2002,9698.0
6/1/2002,9140.0
6/2/2002,7079.0
6/3/2002,6131.0
6/4/2002,6227.0
6/5/2002,6295.0
6/6/2002,7374.0
6/7/2002,6258.0
6/8/2002,5276.0
6/9/2002,4138.0
6/10/2002,3444.0
6/11/2002,3776.0
6/12/2002,2948.0
6/13/2002,3899.0
6/14/2002,3519.0
6/15/2002,3228.0
6/16/2002,3265.0
6/17/2002,2958.0
6/18/2002,3399.0
6/19/2002,2572.0
6/20/2002,2955.0
6/21/2002,2566.0
6/22/2002,2435.0
6/23/2002,1718.0
6/24/2002,2024.0
6/25/2002,1504.0
6/26/2002,1755.0
6/27/2002,1236.0
6/28/2002,1457.0
6/29/2002,1517.0
6/30/2002,1102.0
7/1/2002,944.0
7/2/2002,1090.0
7/3/2002,1441.0
7/4/2002,547.0
7/5/2002,772.0
7/6/2002,785.0
7/7/2002,542.0
7/8/2002,456.0
7/9/2002,903.0
7/10/2002,698.0
7/11/2002,216.0
7/12/2002,668.0
7/13/2002,541.0
7/14/2002,795.0
7/15/2002,163.0
7/16/2002,512.0
7/17/2002,407.0
7/18/2002,210.0
7/19/2002,132.0
7/20/2002,660.0
7/21/2002,98.0
7/22/2002,235.0
7/23/2002,587.0
7/24/2002,204.0
7/25/2002,437.5
7/26/2002,671.0
7/27/2002,457.5
7/28/2002,244.0
7/29/2002,372.0
7/30/2002,54.0
7/31/2002,587.0
8/1/2002,508.5
8/2/2002,430.0
8/3/2002,454.0
8/4/2002,274.0
8/5/2002,734.0
8/6/2002,367.0
8/7/2002,565.5
8/8/2002,764.0
8/9/2002,548.5
8/10/2002,333.0
8/11/2002,120.0
8/12/2002,500.0
8/13/2002,271.0
8/14/2002,163.0
8/15/2002,437.0
8/16/2002,247.0
8/17/2002,57.0
8/18/2002,208.0
8/19/2002,247.5
8/20/2002,287.0
8/21/2002,3.0
8/22/2002,150.0
8/23/2002,505.0
8/24/2002,220.0
8/25/2002,202.5
8/26/2002,185.0
8/27/2002,589.0
8/28/2002,162.0
8/29/2002,337.5
8/30/2002,513.0
8/31/2002,110.0
9/1/2002,137.0
9/2/2002,68.5
9/3/2002,77.25
9/4/2002,86.0
9/5/2002,78.5
9/6/2002,71.0
9/7/2002,765.0
9/8/2002,487.5
9/9/2002,210.0
9/10/2002,271.0
9/11/2002,332.0
9/12/2002,323.0
9/13/2002,314.0
9/14/2002,146.0
9/15/2002,192.0
9/16/2002,96.0
9/17/2002,248.0
9/18/2002,400.0
9/19/2002,391.0
9/20/2002,343.0
9/21/2002,111.0
9/22/2002,82.0
9/23/2002,134.5
9/24/2002,187.0
9/25/2002,27.0
9/26/2002,8.0
9/27/2002,314.0
9/28/2002,247.5
9/29/2002,181.0
9/30/2002,102.0
10/1/2002,196.0
10/2/2002,290.0
10/3/2002,85.0
10/4/2002,42.5
10/5/2002,93.75
10/6/2002,145.0
10/7/2002,72.5
10/8/2002,36.25
10/9/2002,69.625
10/10/2002,103.0
10/11/2002,268.5
10/12/2002,434.0
10/13/2002,263.0
10/14/2002,92.0
10/15/2002,173.5
10/16/2002,255.0
10/17/2002,182.0
10/18/2002,199.5
10/19/2002,217.0
10/20/2002,155.5
10/21/2002,94.0
10/22/2002,103.5
10/23/2002,113.0
10/24/2002,200.0
10/25/2002,129.5
10/26/2002,59.0
10/27/2002,111.0
10/28/2002,163.0
10/29/2002,202.0
10/30/2002,101.0
10/31/2002,50.5
11/1/2002,188.75
11/2/2002,327.0
11/3/2002,163.5
11/4/2002,203.75
11/5/2002,244.0
11/6/2002,437.5
11/7/2002,631.0
11/8/2002,11747.0
11/9/2002,8244.0
11/10/2002,2626.0
11/11/2002,1605.0
11/12/2002,1262.0
11/13/2002,1343.0
11/14/2002,808.0
11/15/2002,572.0
11/16/2002,623.0
11/17/2002,669.0
11/18/2002,494.0
11/19/2002,782.0
11/20/2002,1070.0
11/21/2002,175.0
11/22/2002,649.0
11/23/2002,1110.0
11/24/2002,317.0
11/25/2002,1.0
11/26/2002,502.0
11/27/2002,514.0
11/28/2002,409.0
11/29/2002,62.0
11/30/2002,126.0
12/1/2002,387.0
12/2/2002,404.0
12/3/2002,221.0
12/4/2002,394.0
12/5/2002,451.5
12/6/2002,509.0
12/7/2002,534.0
12/8/2002,129.0
12/9/2002,175.5
12/10/2002,222.0
12/11/2002,333.0
12/12/2002,333.0
12/13/2002,771.0
12/14/2002,1290.0
12/15/2002,1415.0
12/16/2002,5201.0
12/17/2002,3796.0
12/18/2002,1340.0
12/19/2002,2101.0
12/20/2002,1825.0
12/21/2002,1448.0
12/22/2002,1359.0
12/23/2002,1146.0
12/24/2002,548.0
12/25/2002,909.0
12/26/2002,959.0
12/27/2002,651.0
12/28/2002,1394.0
12/29/2002,2454.0
12/30/2002,1268.0
12/31/2002,2484.0
1/1/2003,1412.0
1/2/2003,1361.0
1/3/2003,1423.0
1/4/2003,1644.0
1/5/2003,1119.0
1/6/2003,1465.0
1/7/2003,1533.0
1/8/2003,1501.0
1/9/2003,1381.0
1/10/2003,2551.0
1/11/2003,1757.0
1/12/2003,975.0
1/13/2003,1332.0
1/14/2003,1236.0
1/15/2003,1353.0
1/16/2003,1234.0
1/17/2003,932.0
1/18/2003,1684.0
1/19/2003,1476.0
1/20/2003,1013.0
1/21/2003,1440.0
1/22/2003,1450.0
1/23/2003,962.0
1/24/2003,1574.0
1/25/2003,1724.0
1/26/2003,1054.0
1/27/2003,2128.0
1/28/2003,1554.0
1/29/2003,1528.0
1/30/2003,1385.0
1/31/2003,1700.0
2/1/2003,1509.0
2/2/2003,1954.0
2/3/2003,1387.0
2/4/2003,979.0
2/5/2003,731.0
2/6/2003,1381.0
2/7/2003,632.0
2/8/2003,712.0
2/9/2003,881.0
2/10/2003,238.0
2/11/2003,1144.0
2/12/2003,504.0
2/13/2003,2014.0
2/14/2003,2084.0
2/15/2003,1239.0
2/16/2003,2172.0
2/17/2003,1326.0
2/18/2003,409.0
2/19/2003,1320.0
2/20/2003,1037.0
2/21/2003,898.0
2/22/2003,1278.0
2/23/2003,1092.0
2/24/2003,1449.0
2/25/2003,1322.0
2/26/2003,1630.0
2/27/2003,725.0
2/28/2003,721.0
3/1/2003,1033.0
3/2/2003,1039.0
3/3/2003,848.0
3/4/2003,1227.0
3/5/2003,895.0
3/6/2003,660.0
3/7/2003,1150.0
3/8/2003,1046.0
3/9/2003,1101.0
3/10/2003,970.0
3/11/2003,1056.0
3/12/2003,1547.0
3/13/2003,2941.0
3/14/2003,2467.0
3/15/2003,6294.0
3/16/2003,3711.0
3/17/2003,1811.0
3/18/2003,2049.0
3/19/2003,1628.0
3/20/2003,2185.0
3/21/2003,1370.0
3/22/2003,2244.0
3/23/2003,3127.0
3/24/2003,2560.0
3/25/2003,2404.0
3/26/2003,3538.0
3/27/2003,3170.0
3/28/2003,2746.0
3/29/2003,2448.0
3/30/2003,2946.0
3/31/2003,3452.0
4/1/2003,3244.0
4/2/2003,3240.0
4/3/2003,2858.0
4/4/2003,2822.0
4/5/2003,2206.0
4/6/2003,2073.0
4/7/2003,1938.0
4/8/2003,2702.0
4/9/2003,3284.0
4/10/2003,3806.0
4/11/2003,3286.0
4/12/2003,4622.0
4/13/2003,9870.0
4/14/2003,6510.0
4/15/2003,4390.0
4/16/2003,3642.0
4/17/2003,3599.0
4/18/2003,3576.0
4/19/2003,2973.0
4/20/2003,3538.0
4/21/2003,3264.0
4/22/2003,2790.0
4/23/2003,2896.0
4/24/2003,4076.0
4/25/2003,3967.0
4/26/2003,3932.0
4/27/2003,3781.0
4/28/2003,4328.0
4/29/2003,3211.0
4/30/2003,2989.0
5/1/2003,2972.0
5/2/2003,3617.0
5/3/2003,4629.0
5/4/2003,6370.0
5/5/2003,4341.0
5/6/2003,4065.0
5/7/2003,3622.0
5/8/2003,4590.0
5/9/2003,3306.0
5/10/2003,3276.0
5/11/2003,3948.0
5/12/2003,4366.0
5/13/2003,6754.0
5/14/2003,7704.0
5/15/2003,7652.0
5/16/2003,8191.0
5/17/2003,7456.0
5/18/2003,8436.0
5/19/2003,8474.0
5/20/2003,9280.0
5/21/2003,10669.0
5/22/2003,12158.0
5/23/2003,14082.0
5/24/2003,10468.0
5/25/2003,16983.0
5/26/2003,12066.0
5/27/2003,13152.0
5/28/2003,15701.0
5/29/2003,16889.0
5/30/2003,15545.0
5/31/2003,12881.0
6/1/2003,12182.0
6/2/2003,13411.0
6/3/2003,11870.0
6/4/2003,11119.0
6/5/2003,10377.0
6/6/2003,11624.0
6/7/2003,8832.0
6/8/2003,9152.0
6/9/2003,8802.0
6/10/2003,6427.0
6/11/2003,6717.0
6/12/2003,8282.0
6/13/2003,6732.0
6/14/2003,5756.0
6/15/2003,5856.0
6/16/2003,6178.0
6/17/2003,5274.0
6/18/2003,5314.0
6/19/2003,4822.0
6/20/2003,3862.0
6/21/2003,3872.0
6/22/2003,3325.0
6/23/2003,2411.0
6/24/2003,2824.0
6/25/2003,1942.0
6/26/2003,2275.0
6/27/2003,2411.0
6/28/2003,2200.0
6/29/2003,2011.0
6/30/2003,2487.0
7/1/2003,1599.0
7/2/2003,1491.0
7/3/2003,1265.0
7/4/2003,1325.0
7/5/2003,1562.0
7/6/2003,712.0
7/7/2003,49.0
7/8/2003,329.5
7/9/2003,610.0
7/10/2003,2776.0
7/11/2003,2279.0
7/12/2003,659.0
7/13/2003,910.0
7/14/2003,1001.0
7/15/2003,785.0
7/16/2003,601.0
7/17/2003,682.0
7/18/2003,972.0
7/19/2003,517.0
7/20/2003,908.0
7/21/2003,1103.0
7/22/2003,368.0
7/23/2003,1017.0
7/24/2003,1256.0
7/25/2003,823.0
7/26/2003,411.5
7/27/2003,1350.25
7/28/2003,2289.0
7/29/2003,1094.0
7/30/2003,1026.0
7/31/2003,513.0
8/1/2003,1992.0
8/2/2003,3471.0
8/3/2003,168.0
8/4/2003,150.0
8/5/2003,145.0
8/6/2003,140.0
8/7/2003,2512.0
8/8/2003,398.0
8/9/2003,1148.0
8/10/2003,876.5
8/11/2003,605.0
8/12/2003,1030.0
8/13/2003,872.5
8/14/2003,715.0
8/15/2003,436.0
8/16/2003,579.0
8/17/2003,722.0
8/18/2003,566.0
8/19/2003,410.0
8/20/2003,276.0
8/21/2003,834.0
8/22/2003,495.0
8/23/2003,273.0
8/24/2003,509.0
8/25/2003,661.0
8/26/2003,525.5
8/27/2003,390.0
8/28/2003,276.0
8/29/2003,465.0
8/30/2003,209.0
8/31/2003,209.0
9/1/2003,209.0
9/2/2003,563.0
9/3/2003,917.0
9/4/2003,700.0
9/5/2003,1159.0
9/6/2003,52.0
9/7/2003,609.0
9/8/2003,304.5
9/9/2003,259.75
9/10/2003,215.0
9/11/2003,426.0
9/12/2003,384.0
9/13/2003,109.0
9/14/2003,343.0
9/15/2003,380.0
9/16/2003,258.5
9/17/2003,137.0
9/18/2003,225.0
9/19/2003,280.0
9/20/2003,335.0
9/21/2003,373.0
9/22/2003,311.0
9/23/2003,249.0
9/24/2003,275.0
9/25/2003,301.0
9/26/2003,397.0
9/27/2003,493.0
9/28/2003,3.0
9/29/2003,1.5
9/30/2003,194.25
10/1/2003,387.0
10/2/2003,169.0
10/3/2003,84.5
10/4/2003,300.25
10/5/2003,516.0
10/6/2003,17.0
10/7/2003,150.5
10/8/2003,284.0
10/9/2003,142.0
10/10/2003,146.0
10/11/2003,150.0
10/12/2003,86.0
10/13/2003,22.0
10/14/2003,44.0
10/15/2003,77.0
10/16/2003,50.5
10/17/2003,24.0
10/18/2003,299.0
10/19/2003,270.0
10/20/2003,247.0
10/21/2003,123.5
10/22/2003,225.25
10/23/2003,327.0
10/24/2003,372.5
10/25/2003,418.0
10/26/2003,328.0
10/27/2003,218.5
10/28/2003,109.0
10/29/2003,54.5
10/30/2003,31.75
10/31/2003,9.0
11/1/2003,15.0
11/2/2003,21.0
11/3/2003,117.0
11/4/2003,47.0
11/5/2003,525.0
11/6/2003,1003.0
11/7/2003,598.5
11/8/2003,194.0
11/9/2003,1097.0
11/10/2003,610.0
11/11/2003,309.0
11/12/2003,300.0
11/13/2003,201.0
11/14/2003,535.0
11/15/2003,869.0
11/16/2003,342.0
11/17/2003,398.0
11/18/2003,454.0
11/19/2003,495.0
11/20/2003,247.5
11/21/2003,123.75
11/22/2003,156.875
11/23/2003,190.0
11/24/2003,224.0
11/25/2003,101.0
11/26/2003,340.0
11/27/2003,536.0
11/28/2003,732.0
11/29/2003,657.0
11/30/2003,582.0
12/1/2003,30.0
12/2/2003,15.0
12/3/2003,54.5
12/4/2003,94.0
12/5/2003,1590.0
12/6/2003,3708.0
12/7/2003,4129.0
12/8/2003,324.0
12/9/2003,963.0
12/10/2003,1579.0
12/11/2003,1000.0
12/12/2003,1039.0
12/13/2003,1843.0
12/14/2003,1208.0
12/15/2003,886.0
12/16/2003,785.0
12/17/2003,324.0
12/18/2003,881.0
12/19/2003,1131.0
12/20/2003,1089.0
12/21/2003,1391.0
12/22/2003,1466.0
12/23/2003,553.0
12/24/2003,2850.0
12/25/2003,3930.0
12/26/2003,1835.0
12/27/2003,1231.0
12/28/2003,540.0
12/29/2003,1896.0
12/30/2003,1702.0
12/31/2003,1782.0
1/1/2004,4637.0
1/2/2004,1995.0
1/3/2004,1404.0
1/4/2004,1698.0
1/5/2004,802.0
1/6/2004,1227.0
1/7/2004,1071.0
1/8/2004,1071.0
1/9/2004,1050.0
1/10/2004,1526.0
1/11/2004,663.0
1/12/2004,1635.0
1/13/2004,734.0
1/14/2004,1001.0
1/15/2004,715.0
1/16/2004,1037.0
1/17/2004,1581.0
1/18/2004,668.0
1/19/2004,868.0
1/20/2004,552.0
1/21/2004,559.0
1/22/2004,569.0
1/23/2004,1607.0
1/24/2004,325.0
1/25/2004,1621.0
1/26/2004,379.0
1/27/2004,732.0
1/28/2004,283.0
1/29/2004,902.0
1/30/2004,1008.0
1/31/2004,1491.0
2/1/2004,883.0
2/2/2004,200.0
2/3/2004,1708.0
2/4/2004,1046.0
2/5/2004,1042.0
2/6/2004,530.0
2/7/2004,1250.0
2/8/2004,985.0
2/9/2004,1057.0
2/10/2004,272.0
2/11/2004,936.0
2/12/2004,734.0
2/13/2004,906.0
2/14/2004,1065.0
2/15/2004,490.0
2/16/2004,2324.0
2/17/2004,3219.0
2/18/2004,4272.0
2/19/2004,2837.0
2/20/2004,2291.0
2/21/2004,1618.0
2/22/2004,1623.0
2/23/2004,1833.0
2/24/2004,1394.0
2/25/2004,4409.0
2/26/2004,6711.0
2/27/2004,4124.0
2/28/2004,2981.0
2/29/2004,2074.0
3/1/2004,2508.0
3/2/2004,1652.0
3/3/2004,2271.0
3/4/2004,1616.0
3/5/2004,2297.0
3/6/2004,1750.0
3/7/2004,2321.0
3/8/2004,2931.0
3/9/2004,3283.0
3/10/2004,1663.0
3/11/2004,3792.0
3/12/2004,5542.0
3/13/2004,3873.0
3/14/2004,4154.0
3/15/2004,5101.0
3/16/2004,5023.0
3/17/2004,4842.0
3/18/2004,5340.0
3/19/2004,5717.0
3/20/2004,5929.0
3/21/2004,6662.0
3/22/2004,6565.0
3/23/2004,7076.0
3/24/2004,5839.0
3/25/2004,6107.0
3/26/2004,4970.0
3/27/2004,3772.0
3/28/2004,3724.0
3/29/2004,4516.0
3/30/2004,4321.0
3/31/2004,4569.0
4/1/2004,4413.0
4/2/2004,3806.0
4/3/2004,3859.0
4/4/2004,4927.0
4/5/2004,5412.0
4/6/2004,6172.0
4/7/2004,5210.0
4/8/2004,5228.0
4/9/2004,5819.0
4/10/2004,5556.0
4/11/2004,4986.0
4/12/2004,5401.0
4/13/2004,5694.0
4/14/2004,4441.0
4/15/2004,4047.0
4/16/2004,3315.0
4/17/2004,2610.0
4/18/2004,2956.0
4/19/2004,3424.0
4/20/2004,2321.0
4/21/2004,2026.0
4/22/2004,2290.0
4/23/2004,2898.0
4/24/2004,3518.0
4/25/2004,4285.0
4/26/2004,5266.0
4/27/2004,6551.0
4/28/2004,7075.0
4/29/2004,5920.0
4/30/2004,5498.0
5/1/2004,5621.0
5/2/2004,7599.0
5/3/2004,8542.0
5/4/2004,8536.0
5/5/2004,8246.0
5/6/2004,7454.0
5/7/2004,5768.0
5/8/2004,6150.0
5/9/2004,5724.0
5/10/2004,5402.0
5/11/2004,4835.0
5/12/2004,3508.0
5/13/2004,4026.0
5/14/2004,4912.0
5/15/2004,4465.0
5/16/2004,4780.0
5/17/2004,4784.0
5/18/2004,4384.0
5/19/2004,3922.0
5/20/2004,3725.0
5/21/2004,3930.0
5/22/2004,3286.0
5/23/2004,2927.0
5/24/2004,3894.0
5/25/2004,2980.0
5/26/2004,3622.0
5/27/2004,3723.0
5/28/2004,6386.0
5/29/2004,7171.0
5/30/2004,4373.0
5/31/2004,4570.0
6/1/2004,4203.0
6/2/2004,4174.0
6/3/2004,4942.0
6/4/2004,4219.0
6/5/2004,4412.0
6/6/2004,3796.0
6/7/2004,3715.0
6/8/2004,3597.0
6/9/2004,2675.0
6/10/2004,1663.0
6/11/2004,2007.0
6/12/2004,1937.0
6/13/2004,2202.0
6/14/2004,2503.0
6/15/2004,2622.0
6/16/2004,3011.0
6/17/2004,2571.0
6/18/2004,2269.0
6/19/2004,1852.0
6/20/2004,1975.0
6/21/2004,1398.0
6/22/2004,1962.0
6/23/2004,1045.0
6/24/2004,1644.0
6/25/2004,1288.0
6/26/2004,1583.0
6/27/2004,796.0
6/28/2004,1211.0
6/29/2004,1012.0
6/30/2004,1163.0
7/1/2004,597.0
7/2/2004,922.0
7/3/2004,1161.0
7/4/2004,1179.0
7/5/2004,557.0
7/6/2004,676.0
7/7/2004,1015.0
7/8/2004,391.0
7/9/2004,623.0
