datetime,flow_cfs
12/17/1994,793.0
12/18/1994,714.0
12/19/1994,754.0
12/20/1994,976.0
12/21/1994,244.0
12/22/1994,1254.0
12/23/1994,574.0
12/24/1994,2309.0
12/25/1994,827.0
12/26/1994,829.0
12/27/1994,939.0
12/28/1994,1330.0
12/29/1994,1253.0
12/30/1994,702.0
12/31/1994,1140.0
1/1/1995,239.0
1/2/1995,875.0
1/3/1995,1149.0
1/4/1995,1320.0
1/5/1995,5304.0
1/6/1995,2605.0
1/7/1995,3506.0
1/8/1995,2919.0
1/9/1995,4673.0
1/10/1995,17519.0
1/11/1995,12265.0
1/12/1995,6787.0
1/13/1995,7897.0
1/14/1995,13673.0
1/15/1995,13988.0
1/16/1995,6838.0
1/17/1995,4042.0
1/18/1995,3494.0
1/19/1995,2781.0
1/20/1995,2707.0
1/21/1995,2152.0
1/22/1995,2165.0
1/23/1995,3445.0
1/24/1995,7313.0
1/25/1995,9373.0
1/26/1995,6810.0
1/27/1995,9504.0
1/28/1995,5977.0
1/29/1995,4525.0
1/30/1995,4301.0
1/31/1995,3866.0
2/1/1995,3983.0
2/2/1995,3392.0
2/3/1995,3181.0
2/4/1995,3834.0
2/5/1995,3130.0
2/6/1995,2931.0
2/7/1995,3068.0
2/8/1995,2900.0
2/9/1995,2693.0
2/10/1995,2246.0
2/11/1995,2157.0
2/12/1995,1950.0
2/13/1995,2251.0
2/14/1995,2989.0
2/15/1995,2020.0
2/16/1995,1738.0
2/17/1995,1230.0
2/18/1995,1913.0
2/19/1995,2102.0
2/20/1995,2372.0
2/21/1995,1717.0
2/22/1995,2515.0
2/23/1995,2487.0
2/24/1995,3446.0
2/25/1995,3173.0
2/26/1995,3181.0
2/27/1995,2783.0
2/28/1995,2847.0
3/1/1995,2714.0
3/2/1995,3233.0
3/3/1995,6579.0
3/4/1995,5473.0
3/5/1995,3572.0
3/6/1995,3178.0
3/7/1995,2899.0
3/8/1995,2396.0
3/9/1995,13502.0
3/10/1995,47141.0
3/11/1995,38869.0
3/12/1995,15749.0
3/13/1995,9209.0
3/14/1995,7479.0
3/15/1995,8614.0
3/16/1995,7374.0
3/17/1995,6153.0
3/18/1995,5535.0
3/19/1995,8249.0
3/20/1995,9012.0
3/21/1995,13383.0
3/22/1995,13455.0
3/23/1995,13900.0
3/24/1995,8920.0
3/25/1995,7163.0
3/26/1995,5721.0
3/27/1995,6200.0
3/28/1995,6063.0
3/29/1995,4009.0
3/30/1995,4531.0
3/31/1995,2158.0
4/1/1995,7433.0
4/2/1995,6635.0
4/3/1995,5092.0
4/4/1995,5496.0
4/5/1995,5915.0
4/6/1995,6691.0
4/7/1995,7660.0
4/8/1995,7610.0
4/9/1995,6049.0
4/10/1995,5579.0
4/11/1995,4796.0
4/12/1995,5324.0
4/13/1995,7431.0
4/14/1995,6864.0
4/15/1995,5978.0
4/16/1995,5048.0
4/17/1995,4631.0
4/18/1995,4759.0
4/19/1995,4126.0
4/20/1995,3683.0
4/21/1995,4579.0
4/22/1995,3780.0
4/23/1995,3926.0
4/24/1995,4868.0
4/25/1995,6146.0
4/26/1995,6951.0
4/27/1995,8473.0
4/28/1995,11984.0
4/29/1995,16594.0
4/30/1995,22311.0
5/1/1995,26768.0
5/2/1995,19496.0
5/3/1995,12524.0
5/4/1995,10408.0
5/5/1995,11494.0
5/6/1995,9397.0
5/7/1995,7878.0
5/8/1995,6502.0
5/9/1995,7197.0
5/10/1995,8025.0
5/11/1995,8401.0
5/12/1995,8784.0
5/13/1995,10177.0
5/14/1995,7533.0
5/15/1995,7309.0
5/16/1995,6392.0
5/17/1995,6154.0
5/18/1995,7456.0
5/19/1995,9785.0
5/20/1995,11285.0
5/21/1995,12251.0
5/22/1995,12518.0
5/23/1995,11003.0
5/24/1995,10264.0
5/25/1995,9561.0
5/26/1995,9102.0
5/27/1995,10635.0
5/28/1995,12398.0
5/29/1995,12699.0
5/30/1995,13897.0
5/31/1995,14561.0
6/1/1995,14719.0
6/2/1995,18019.0
6/3/1995,14824.0
6/4/1995,15848.0
6/5/1995,17867.0
6/6/1995,14805.0
6/7/1995,10162.0
6/8/1995,7912.0
6/9/1995,7129.0
6/10/1995,8354.0
6/11/1995,12226.0
6/12/1995,15757.0
6/13/1995,16158.0
6/14/1995,15717.0
6/15/1995,14566.0
6/16/1995,10443.0
6/17/1995,7534.0
6/18/1995,7019.0
6/19/1995,9390.0
6/20/1995,9995.0
6/21/1995,9866.0
6/22/1995,10855.0
6/23/1995,12718.0
6/24/1995,15509.0
6/25/1995,16617.0
6/26/1995,18675.0
6/27/1995,16890.0
6/28/1995,17991.0
6/29/1995,16753.0
6/30/1995,14997.0
7/1/1995,16834.0
7/2/1995,13778.0
7/3/1995,14013.0
7/4/1995,13312.0
7/5/1995,12909.0
7/6/1995,14908.0
7/7/1995,16644.0
7/8/1995,15816.0
7/9/1995,17980.0
7/10/1995,16472.0
7/11/1995,12660.0
7/12/1995,10286.0
7/13/1995,8788.0
7/14/1995,8630.0
7/15/1995,8617.0
7/16/1995,8326.0
7/17/1995,9448.0
7/18/1995,9461.0
7/19/1995,8838.0
7/20/1995,8575.0
7/21/1995,8138.0
7/22/1995,7445.0
7/23/1995,6853.0
7/24/1995,7041.0
7/25/1995,6259.0
7/26/1995,5952.0
7/27/1995,6257.0
7/28/1995,6309.0
7/29/1995,7001.0
7/30/1995,8830.0
7/31/1995,6516.0
8/1/1995,5333.0
8/2/1995,4738.0
8/3/1995,4620.0
8/4/1995,4152.0
8/5/1995,4624.0
8/6/1995,4456.0
8/7/1995,3382.0
8/8/1995,3090.0
8/9/1995,3424.0
8/10/1995,2817.0
8/11/1995,2832.0
8/12/1995,2753.0
8/13/1995,2233.0
8/14/1995,1884.0
8/15/1995,2218.0
8/16/1995,1172.0
8/17/1995,2192.0
8/18/1995,2010.0
8/19/1995,1745.0
8/20/1995,1597.0
8/21/1995,1402.0
8/22/1995,1850.0
8/23/1995,1556.0
8/24/1995,1740.0
8/25/1995,1265.0
8/26/1995,1365.0
8/27/1995,1353.0
8/28/1995,606.0
8/29/1995,1493.0
8/30/1995,774.0
8/31/1995,905.0
9/1/1995,851.5
9/2/1995,798.0
9/3/1995,646.0
9/4/1995,908.0
9/5/1995,389.0
9/6/1995,1311.0
9/7/1995,302.0
9/8/1995,633.0
9/9/1995,684.0
9/10/1995,375.0
9/11/1995,396.0
9/12/1995,761.0
9/13/1995,211.0
9/14/1995,716.0
9/15/1995,241.0
9/16/1995,423.0
9/17/1995,211.0
9/18/1995,118.0
9/19/1995,694.0
9/20/1995,101.0
9/21/1995,50.5
9/22/1995,1179.25
9/23/1995,2308.0
9/24/1995,1442.0
9/25/1995,695.0
9/26/1995,497.0
9/27/1995,69.0
9/28/1995,296.5
9/29/1995,524.0
9/30/1995,365.0
10/1/1995,495.0
10/2/1995,625.0
10/3/1995,499.0
10/4/1995,373.0
10/5/1995,421.0
10/6/1995,469.0
10/7/1995,406.0
10/8/1995,343.0
10/9/1995,171.5
10/10/1995,228.75
10/11/1995,286.0
10/12/1995,12.0
10/13/1995,120.0
10/14/1995,228.0
10/15/1995,117.0
10/16/1995,55.0
10/17/1995,271.5
10/18/1995,488.0
10/19/1995,244.0
10/20/1995,201.5
10/21/1995,159.0
10/22/1995,285.0
10/23/1995,373.5
10/24/1995,462.0
10/25/1995,231.0
10/26/1995,395.5
10/27/1995,560.0
10/28/1995,819.0
10/29/1995,409.5
10/30/1995,361.75
10/31/1995,314.0
11/1/1995,65.0
11/2/1995,65.5
11/3/1995,66.0
11/4/1995,219.0
11/5/1995,385.0
11/6/1995,325.0
11/7/1995,265.0
11/8/1995,271.0
11/9/1995,160.0
11/10/1995,189.0
11/11/1995,218.0
11/12/1995,276.0
11/13/1995,245.0
11/14/1995,214.0
11/15/1995,258.0
11/16/1995,240.0
11/17/1995,222.0
11/18/1995,271.0
11/19/1995,297.0
11/20/1995,323.0
11/21/1995,291.5
11/22/1995,260.0
11/23/1995,276.0
11/24/1995,292.0
11/25/1995,282.0
11/26/1995,141.0
11/27/1995,228.0
11/28/1995,315.0
11/29/1995,258.0
11/30/1995,212.5
12/1/1995,167.0
12/2/1995,204.0
12/3/1995,281.5
12/4/1995,359.0
12/5/1995,249.0
12/6/1995,231.0
12/7/1995,282.0
12/8/1995,242.0
12/9/1995,202.0
12/10/1995,777.5
12/11/1995,1353.0
12/12/1995,11197.0
12/13/1995,3819.0
12/14/1995,2202.0
12/15/1995,2151.0
12/16/1995,610.0
12/17/1995,778.0
12/18/1995,1146.0
12/19/1995,447.0
12/20/1995,601.0
12/21/1995,1036.0
12/22/1995,130.0
12/23/1995,703.0
12/24/1995,102.0
12/25/1995,364.0
12/26/1995,512.0
12/27/1995,787.0
12/28/1995,771.0
12/29/1995,945.0
12/30/1995,2638.0
12/31/1995,2124.0
1/1/1996,1192.0
1/2/1996,1228.0
1/3/1996,1041.0
1/4/1996,320.0
1/5/1996,538.0
1/6/1996,787.0
1/7/1996,890.0
1/8/1996,624.0
1/9/1996,761.0
1/10/1996,1009.0
1/11/1996,242.0
1/12/1996,641.0
1/13/1996,903.0
1/14/1996,934.0
1/15/1996,580.0
1/16/1996,4491.0
1/17/1996,4059.0
1/18/1996,3253.0
1/19/1996,3827.0
1/20/1996,1963.0
1/21/1996,2590.0
1/22/1996,1281.0
1/23/1996,1833.0
1/24/1996,3248.0
1/25/1996,6971.0
1/26/1996,2248.0
1/27/1996,3661.0
1/28/1996,4468.0
1/29/1996,2365.0
1/30/1996,1469.0
1/31/1996,3133.0
2/1/1996,2590.0
2/2/1996,1926.0
2/3/1996,2059.0
2/4/1996,11980.0
2/5/1996,21828.0
2/6/1996,10085.0
2/7/1996,6250.0
2/8/1996,5368.0
2/9/1996,4675.0
2/10/1996,4040.0
2/11/1996,3532.0
2/12/1996,3420.0
2/13/1996,3361.0
2/14/1996,3774.0
2/15/1996,3072.0
2/16/1996,4105.0
2/17/1996,4634.0
2/18/1996,3830.0
2/19/1996,14256.0
2/20/1996,12522.0
2/21/1996,12406.0
2/22/1996,8453.0
2/23/1996,5655.0
2/24/1996,5356.0
2/25/1996,3993.0
2/26/1996,3835.0
2/27/1996,3845.0
2/28/1996,2591.0
2/29/1996,3122.0
3/1/1996,2484.0
3/2/1996,2939.0
3/3/1996,3237.0
3/4/1996,9100.0
3/5/1996,11398.0
3/6/1996,6373.0
3/7/1996,4795.0
3/8/1996,4449.0
3/9/1996,4233.0
3/10/1996,4643.0
3/11/1996,4953.0
3/12/1996,6971.0
3/13/1996,5207.0
3/14/1996,4404.0
3/15/1996,4330.0
3/16/1996,3519.0
3/17/1996,4686.0
3/18/1996,5510.0
3/19/1996,5450.0
3/20/1996,5578.0
3/21/1996,5845.0
3/22/1996,4971.0
3/23/1996,4405.0
3/24/1996,3448.0
3/25/1996,3510.0
3/26/1996,3640.0
3/27/1996,2939.0
3/28/1996,4795.0
3/29/1996,3919.0
3/30/1996,3483.0
3/31/1996,2928.0
4/1/1996,5107.0
4/2/1996,6003.0
4/3/1996,4332.0
4/4/1996,3860.0
4/5/1996,3730.0
4/6/1996,4310.0
4/7/1996,5015.0
4/8/1996,6108.0
4/9/1996,5978.0
4/10/1996,6328.0
4/11/1996,5237.0
4/12/1996,4996.0
4/13/1996,4568.0
4/14/1996,3958.0
4/15/1996,5541.0
4/16/1996,7390.0
4/17/1996,6462.0
4/18/1996,5168.0
4/19/1996,4837.0
4/20/1996,4005.0
4/21/1996,2676.0
4/22/1996,3702.0
4/23/1996,3990.0
4/24/1996,5744.0
4/25/1996,6538.0
4/26/1996,9092.0
4/27/1996,8858.0
4/28/1996,7682.0
4/29/1996,7530.0
4/30/1996,9384.0
5/1/1996,10514.0
5/2/1996,10376.0
5/3/1996,9363.0
5/4/1996,8026.0
5/5/1996,7635.0
5/6/1996,8043.0
5/7/1996,7479.0
5/8/1996,6978.0
5/9/1996,6800.0
5/10/1996,7955.0
5/11/1996,9502.0
5/12/1996,10510.0
5/13/1996,11856.0
5/14/1996,11274.0
5/15/1996,17301.0
5/16/1996,37270.0
5/17/1996,12345.0
5/18/1996,16283.0
5/19/1996,9979.0
5/20/1996,6866.0
5/21/1996,7049.0
5/22/1996,6297.0
5/23/1996,6541.0
5/24/1996,4512.0
5/25/1996,4247.0
5/26/1996,5148.0
5/27/1996,6430.0
5/28/1996,5907.0
5/29/1996,6262.0
5/30/1996,5998.0
5/31/1996,6575.0
6/1/1996,7191.0
6/2/1996,9470.0
6/3/1996,10001.0
6/4/1996,10585.0
6/5/1996,10212.0
6/6/1996,10050.0
6/7/1996,10938.0
6/8/1996,10221.0
6/9/1996,8782.0
6/10/1996,8268.0
6/11/1996,7498.0
6/12/1996,7267.0
6/13/1996,7804.0
6/14/1996,7008.0
6/15/1996,6325.0
6/16/1996,5906.0
6/17/1996,5893.0
6/18/1996,5327.0
6/19/1996,4919.0
6/20/1996,5371.0
6/21/1996,4294.0
6/22/1996,4252.0
6/23/1996,3689.0
6/24/1996,3847.0
6/25/1996,4165.0
6/26/1996,3604.0
6/27/1996,3420.0
6/28/1996,2749.0
6/29/1996,2785.0
6/30/1996,2886.0
7/1/1996,3746.0
7/2/1996,3153.0
7/3/1996,3635.0
7/4/1996,3600.0
7/5/1996,3398.0
7/6/1996,3280.0
7/7/1996,2726.0
7/8/1996,2699.0
7/9/1996,3212.0
7/10/1996,2660.0
7/11/1996,2245.0
7/12/1996,3299.0
7/13/1996,3160.0
7/14/1996,2840.0
7/15/1996,2312.0
7/16/1996,2394.0
7/17/1996,1193.0
7/18/1996,1733.0
7/19/1996,1048.0
7/20/1996,1226.0
7/21/1996,1557.0
7/22/1996,563.0
7/23/1996,1080.0
7/24/1996,1112.0
7/25/1996,1048.0
7/26/1996,888.0
7/27/1996,658.0
7/28/1996,1088.0
7/29/1996,1166.0
7/30/1996,443.0
7/31/1996,804.0
8/1/1996,603.0
8/2/1996,552.0
8/3/1996,356.0
8/4/1996,616.0
8/5/1996,618.0
8/6/1996,394.0
8/7/1996,627.0
8/8/1996,735.0
8/9/1996,623.0
8/10/1996,332.0
8/11/1996,166.0
8/12/1996,536.0
8/13/1996,906.0
8/14/1996,1433.0
8/15/1996,1449.0
8/16/1996,611.0
8/17/1996,441.0
8/18/1996,1226.0
8/19/1996,814.0
8/20/1996,402.0
8/21/1996,603.0
8/22/1996,237.0
8/23/1996,349.0
8/24/1996,298.0
8/25/1996,350.0
8/26/1996,357.0
8/27/1996,364.0
8/28/1996,402.0
8/29/1996,457.0
8/30/1996,175.0
8/31/1996,280.0
9/1/1996,772.0
9/2/1996,131.0
9/3/1996,130.0
9/4/1996,129.0
9/5/1996,215.5
9/6/1996,302.0
9/7/1996,560.0
9/8/1996,96.0
9/9/1996,445.0
9/10/1996,90.0
9/11/1996,230.0
9/12/1996,370.0
9/13/1996,282.0
9/14/1996,394.5
9/15/1996,507.0
9/16/1996,361.0
9/17/1996,215.0
9/18/1996,353.0
9/19/1996,360.0
9/20/1996,386.0
9/21/1996,208.0
9/22/1996,19.0
9/23/1996,725.0
9/24/1996,648.0
9/25/1996,571.0
9/26/1996,544.0
9/27/1996,577.0
9/28/1996,610.0
9/29/1996,534.0
9/30/1996,64.0
10/1/1996,424.0
10/2/1996,167.0
10/3/1996,320.0
10/4/1996,215.5
10/5/1996,111.0
10/6/1996,336.0
10/7/1996,52.0
10/8/1996,638.0
10/9/1996,322.5
10/10/1996,7.0
10/11/1996,123.0
10/12/1996,239.0
10/13/1996,105.0
10/14/1996,112.0
10/15/1996,56.0
10/16/1996,210.0
10/17/1996,364.0
10/18/1996,23.0
10/19/1996,170.0
10/20/1996,131.0
10/21/1996,207.0
10/22/1996,460.0
10/23/1996,713.0
10/24/1996,705.0
10/25/1996,697.0
10/26/1996,322.0
10/27/1996,35.0
10/28/1996,368.0
10/29/1996,438.0
10/30/1996,494.0
10/31/1996,550.0
11/1/1996,461.5
11/2/1996,373.0
11/3/1996,101.0
11/4/1996,404.0
11/5/1996,452.5
11/6/1996,501.0
11/7/1996,296.5
11/8/1996,92.0
11/9/1996,252.0
11/10/1996,502.0
11/11/1996,327.0
11/12/1996,152.0
11/13/1996,452.0
11/14/1996,226.0
11/15/1996,0.0
11/16/1996,53.0
11/17/1996,4653.0
11/18/1996,9327.0
11/19/1996,4352.0
11/20/1996,3638.0
11/21/1996,4755.0
11/22/1996,10918.0
11/23/1996,5553.0
11/24/1996,2729.0
11/25/1996,1871.0
11/26/1996,1551.0
11/27/1996,1044.0
11/28/1996,1095.0
11/29/1996,994.0
11/30/1996,944.0
12/1/1996,1123.0
12/2/1996,686.0
12/3/1996,1270.0
12/4/1996,793.0
12/5/1996,11018.0
12/6/1996,5412.0
12/7/1996,2690.0
12/8/1996,2266.0
12/9/1996,3597.0
12/10/1996,15530.0
12/11/1996,15560.0
12/12/1996,16756.0
12/13/1996,9912.0
12/14/1996,5555.0
12/15/1996,3721.0
12/16/1996,3661.0
12/17/1996,3195.0
12/18/1996,2784.0
12/19/1996,2180.0
12/20/1996,2248.0
12/21/1996,8930.0
12/22/1996,11803.0
12/23/1996,4039.0
12/24/1996,3919.0
12/25/1996,2646.0
12/26/1996,4374.0
12/27/1996,6904.0
12/28/1996,4102.0
12/29/1996,5237.0
12/30/1996,19204.0
12/31/1996,18491.0
1/1/1997,79909.0
1/2/1997,140088.0
1/3/1997,50085.0
1/4/1997,18261.0
1/5/1997,10543.0
1/6/1997,8801.0
1/7/1997,6793.0
1/8/1997,4563.0
1/9/1997,4489.0
1/10/1997,5125.0
1/11/1997,1797.0
1/12/1997,4599.0
1/13/1997,7061.0
1/14/1997,4769.0
1/15/1997,3520.0
1/16/1997,3347.0
1/17/1997,2840.0
1/18/1997,3896.0
1/19/1997,3373.0
1/20/1997,4863.0
1/21/1997,5664.0
1/22/1997,10812.0
