comid,statistic,variable,year,month,value
2823750,mean,estimated,2017,2,7190.617889
2823750,mean,estimated,2017,3,4505.81434
2823750,mean,estimated,2017,4,6523.965516
2823750,mean,estimated,2017,5,11022.81509
2823750,mean,estimated,2017,6,5746.995043
2823750,mean,estimated,2017,7,2088.674986
2823750,mean,estimated,2017,8,859.2566654
2823750,mean,estimated,2017,9,815.0879428
2823750,mean,estimated,2017,10,630.0142279
2823750,mean,estimated,2017,11,546.1109989
2823750,mean,estimated,2017,12,787.9793505
2823750,mean,estimated,2018,1,717.9559577
2823750,mean,estimated,2018,2,711.1501988
2823750,mean,estimated,2018,3,1748.414183
2823750,mean,estimated,2018,4,4082.385479
2823750,mean,estimated,2018,5,4820.500229
2823750,mean,estimated,2018,6,2331.17194
2823750,mean,estimated,2018,7,820.8043106
2823750,mean,estimated,2018,8,569.6547202
2823750,mean,estimated,2018,9,499.523868
2823750,mean,estimated,2018,10,318.1661916
2823750,mean,estimated,2018,11,637.0652725
2823750,mean,estimated,2018,12,787.210603
2823750,mean,estimated,2019,1,1087.330831
2823750,mean,estimated,2019,2,2537.629953
2823750,mean,estimated,2019,3,3638.732885
2823750,mean,estimated,2019,4,5072.738344
2823750,mean,estimated,2019,5,7498.312361
2823750,mean,estimated,2019,6,4220.683284
2823750,mean,estimated,2019,7,1473.916976
2823750,mean,estimated,2019,8,612.05905
2823750,mean,estimated,2019,9,417.3252164
2823750,mean,estimated,2019,10,399.8101292
2823750,mean,estimated,2019,11,352.0520469
2823750,mean,estimated,2019,12,979.3339408
2823750,mean,estimated,2020,1,644.2543404
2823750,mean,estimated,2020,2,927.4758249
2823750,mean,estimated,2020,3,832.289124
2823750,mean,estimated,2020,4,2060.690083
2823750,mean,estimated,2020,5,3291.006834
2823750,mean,estimated,2020,6,1884.687052
2823750,mean,estimated,2020,7,556.0293645
2823750,mean,estimated,2020,8,364.5395941
2823750,mean,estimated,2020,9,303.7840181
2823750,mean,estimated,2020,10,252.9079418
2823750,mean,estimated,2020,11,242.1826347
2823750,mean,estimated,2020,12,531.1218769
2823750,mean,estimated,2021,1,684.635179
2823750,mean,estimated,2021,2,866.5467998
2823750,mean,estimated,2021,3,974.3731971
2823750,mean,estimated,2021,4,1862.320771
2823750,mean,estimated,2021,5,2546.17874
2823750,mean,estimated,2021,6,1364.135657
2823750,mean,estimated,2021,7,508.2057801
2823750,mean,estimated,2021,8,344.4230218
2823750,mean,estimated,2021,9,305.5027257
2823750,mean,estimated,2021,10,535.620586
2823750,mean,estimated,2021,11,491.8275938
2823750,mean,estimated,2021,12,1649.652905
2823750,mean,estimated,2022,1,1306.203629
2823750,mean,estimated,2022,2,1101.173509
2823750,mean,estimated,2022,3,1254.518179
2823750,mean,estimated,2022,4,2185.301224
2823750,mean,estimated,2022,5,2617.140142
2823750,mean,estimated,2022,6,860.5427297
2823750,mean,estimated,2022,7,451.5442553
2823750,mean,estimated,2022,8,340.0701354
2823750,mean,estimated,2022,9,433.0550512
2823750,mean,estimated,2022,10,375.1132087
2823750,mean,estimated,2022,11,321.3724314
2823750,mean,estimated,2022,12,2054.077264
2823750,mean,estimated,2023,1,7010.943755
2823750,mean,estimated,2023,2,3177.152935
2823750,mean,estimated,2023,3,5618.528046
2823750,mean,estimated,2023,4,6786.738213
2823750,mean,estimated,2023,5,10448.108
2823750,mean,estimated,2023,6,7628.476823
2823750,mean,estimated,2023,7,2764.380828
2823750,mean,estimated,2023,8,823.083914
2823750,mean,estimated,2023,9,722.5088952
2823750,mean,estimated,2023,10,497.248253
