,C,D,BN,AN,W
12/4/2005,150,150,175,300,300
12/5/2005,150,150,175,300,300
12/6/2005,150,150,175,300,300
12/7/2005,150,150,175,300,300
12/8/2005,150,150,175,300,300
12/9/2005,150,150,175,300,300
12/10/2005,150,150,175,300,300
12/11/2005,150,150,175,300,300
12/12/2005,150,150,175,300,300
12/13/2005,150,150,175,300,300
12/14/2005,150,150,175,300,300
12/15/2005,150,150,175,300,300
12/16/2005,150,150,175,300,300
12/17/2005,150,150,175,300,300
12/18/2005,150,150,175,300,300
12/19/2005,150,150,175,300,300
12/20/2005,150,150,175,300,300
12/21/2005,150,150,175,300,300
12/22/2005,150,150,175,300,300
12/23/2005,150,150,175,300,300
12/24/2005,150,150,175,300,300
12/25/2005,150,150,175,300,300
12/26/2005,150,150,175,300,300
12/27/2005,150,150,175,300,300
12/28/2005,150,150,175,300,300
12/29/2005,150,150,175,300,300
12/30/2005,150,150,175,300,300
12/31/2005,150,150,175,300,300
1/1/2006,150,150,175,300,300
1/2/2006,150,150,175,300,300
1/3/2006,150,150,175,300,300
1/4/2006,150,150,175,300,300
1/5/2006,150,150,175,300,300
1/6/2006,150,150,175,300,300
1/7/2006,150,150,175,300,300
1/8/2006,150,150,175,300,300
1/9/2006,150,150,175,300,300
1/10/2006,150,150,175,300,300
1/11/2006,150,150,175,300,300
1/12/2006,150,150,175,300,300
1/13/2006,150,150,175,300,300
1/14/2006,150,150,175,300,300
1/15/2006,150,150,175,300,300
1/16/2006,150,150,175,300,300
1/17/2006,150,150,175,300,300
1/18/2006,150,150,175,300,300
1/19/2006,150,150,175,300,300
1/20/2006,150,150,175,300,300
1/21/2006,150,150,175,300,300
1/22/2006,150,150,175,300,300
1/23/2006,150,150,175,300,300
1/24/2006,150,150,175,300,300
1/25/2006,150,150,175,300,300
1/26/2006,150,150,175,300,300
1/27/2006,150,150,175,300,300
1/28/2006,150,150,175,300,300
1/29/2006,150,150,175,300,300
1/30/2006,150,150,175,300,300
1/31/2006,150,150,175,300,300
2/1/2006,150,150,175,300,300
2/2/2006,150,150,175,300,300
2/3/2006,150,150,175,300,300
2/4/2006,150,150,175,300,300
2/5/2006,150,150,175,300,300
2/6/2006,150,150,175,300,300
2/7/2006,150,150,175,300,300
2/8/2006,150,150,175,300,300
2/9/2006,150,150,175,300,300
2/10/2006,150,150,175,300,300
2/11/2006,150,150,175,300,300
2/12/2006,150,150,175,300,300
2/13/2006,150,150,175,300,300
2/14/2006,150,150,175,300,300
2/15/2006,150,150,175,300,300
2/16/2006,150,150,175,300,300
2/17/2006,150,150,175,300,300
2/18/2006,150,150,175,300,300
2/19/2006,150,150,175,300,300
2/20/2006,150,150,175,300,300
2/21/2006,150,150,175,300,300
2/22/2006,150,150,175,300,300
2/23/2006,150,150,175,300,300
2/24/2006,150,150,175,300,300
2/25/2006,150,150,175,300,300
2/26/2006,150,150,175,300,300
2/27/2006,150,150,175,300,300
2/28/2006,150,150,175,300,300
3/1/2006,150,150,175,300,300
3/2/2006,150,150,175,300,300
3/3/2006,150,150,175,300,300
3/4/2006,150,150,175,300,300
3/5/2006,150,150,175,300,300
3/6/2006,150,150,175,300,300
3/7/2006,150,150,175,300,300
3/8/2006,150,150,175,300,300
3/9/2006,150,150,175,300,300
3/10/2006,150,150,175,300,300
3/11/2006,150,150,175,300,300
3/12/2006,150,150,175,300,300
3/13/2006,150,150,175,300,300
3/14/2006,150,150,175,300,300
3/15/2006,150,150,175,300,300
3/16/2006,150,150,175,300,300
3/17/2006,150,150,175,300,300
3/18/2006,150,150,175,300,300
3/19/2006,150,150,175,300,300
3/20/2006,150,150,175,300,300
3/21/2006,150,150,175,300,300
3/22/2006,150,150,175,300,300
3/23/2006,150,150,175,300,300
3/24/2006,150,150,175,300,300
3/25/2006,150,150,175,300,300
3/26/2006,150,150,175,300,300
3/27/2006,150,150,175,300,300
3/28/2006,150,150,175,300,300
3/29/2006,150,150,175,300,300
3/30/2006,150,150,175,300,300
3/31/2006,150,150,175,300,300
4/1/2006,150,150,175,300,300
4/2/2006,150,150,175,300,300
4/3/2006,150,150,175,300,300
4/4/2006,150,150,175,300,300
4/5/2006,150,150,175,300,300
4/6/2006,150,150,175,300,300
4/7/2006,150,150,175,300,300
4/8/2006,150,150,175,300,300
4/9/2006,150,150,175,300,300
4/10/2006,150,150,175,300,300
4/11/2006,150,150,175,300,300
4/12/2006,150,150,175,300,300
4/13/2006,150,150,175,300,300
4/14/2006,150,150,175,300,300
4/15/2006,150,150,175,300,300
4/16/2006,150,150,175,300,300
4/17/2006,150,150,175,300,300
4/18/2006,150,150,175,300,300
4/19/2006,150,150,175,300,300
4/20/2006,150,150,175,300,300
4/21/2006,150,150,175,300,300
4/22/2006,150,150,175,300,300
4/23/2006,150,150,175,300,300
4/24/2006,150,150,175,300,300
4/25/2006,150,150,175,300,300
4/26/2006,150,150,175,300,300
4/27/2006,150,150,175,300,300
4/28/2006,150,150,175,300,300
4/29/2006,150,150,175,300,300
4/30/2006,150,150,175,300,300
5/1/2006,548.4981316,1481.560793,2331.762001,3529.448117,3529.448117
5/2/2006,548.4981316,1481.560793,2331.762001,3529.448117,3529.448117
5/3/2006,548.4981316,1481.560793,2331.762001,3529.448117,3529.448117
5/4/2006,548.4981316,1481.560793,2331.762001,3529.448117,3529.448117
5/5/2006,548.4981316,1481.560793,2331.762001,3529.448117,3529.448117
5/6/2006,548.4981316,1481.560793,2331.762001,3529.448117,3529.448117
5/7/2006,548.4981316,1481.560793,2331.762001,3529.448117,3529.448117
5/8/2006,548.4981316,1481.560793,2331.762001,3529.448117,3529.448117
5/9/2006,548.4981316,1481.560793,2331.762001,3529.448117,3529.448117
5/10/2006,548.4981316,1481.560793,2331.762001,3529.448117,3529.448117
5/11/2006,548.4981316,1481.560793,2331.762001,3529.448117,3529.448117
5/12/2006,548.4981316,1481.560793,2331.762001,3529.448117,3529.448117
5/13/2006,548.4981316,1481.560793,2331.762001,3529.448117,3529.448117
5/14/2006,548.4981316,1481.560793,2331.762001,3529.448117,3529.448117
5/15/2006,150,150,175,300,300
5/16/2006,150,150,175,300,300
5/17/2006,150,150,175,300,300
5/18/2006,150,150,175,300,300
5/19/2006,150,150,175,300,300
5/20/2006,150,150,175,300,300
5/21/2006,150,150,175,300,300
5/22/2006,150,150,175,300,300
5/23/2006,150,150,175,300,300
5/24/2006,150,150,175,300,300
5/25/2006,150,150,175,300,300
5/26/2006,150,150,175,300,300
5/27/2006,150,150,175,300,300
5/28/2006,150,150,175,300,300
5/29/2006,150,150,175,300,300
5/30/2006,150,150,175,300,300
5/31/2006,150,150,175,300,300
6/1/2006,50,75,75,250,250
6/2/2006,50,75,75,250,250
6/3/2006,50,75,75,250,250
6/4/2006,50,75,75,250,250
6/5/2006,50,75,75,250,250
6/6/2006,50,75,75,250,250
6/7/2006,50,75,75,250,250
6/8/2006,50,75,75,250,250
6/9/2006,50,75,75,250,250
6/10/2006,50,75,75,250,250
6/11/2006,50,75,75,250,250
6/12/2006,50,75,75,250,250
6/13/2006,50,75,75,250,250
6/14/2006,50,75,75,250,250
6/15/2006,50,75,75,250,250
6/16/2006,50,75,75,250,250
6/17/2006,50,75,75,250,250
6/18/2006,50,75,75,250,250
6/19/2006,50,75,75,250,250
6/20/2006,50,75,75,250,250
6/21/2006,50,75,75,250,250
6/22/2006,50,75,75,250,250
6/23/2006,50,75,75,250,250
6/24/2006,50,75,75,250,250
6/25/2006,50,75,75,250,250
6/26/2006,50,75,75,250,250
6/27/2006,50,75,75,250,250
6/28/2006,50,75,75,250,250
6/29/2006,50,75,75,250,250
6/30/2006,50,75,75,250,250
7/1/2006,50,75,75,250,250
7/2/2006,50,75,75,250,250
7/3/2006,50,75,75,250,250
7/4/2006,50,75,75,250,250
7/5/2006,50,75,75,250,250
7/6/2006,50,75,75,250,250
7/7/2006,50,75,75,250,250
7/8/2006,50,75,75,250,250
7/9/2006,50,75,75,250,250
7/10/2006,50,75,75,250,250
7/11/2006,50,75,75,250,250
7/12/2006,50,75,75,250,250
7/13/2006,50,75,75,250,250
7/14/2006,50,75,75,250,250
7/15/2006,50,75,75,250,250
7/16/2006,50,75,75,250,250
7/17/2006,50,75,75,250,250
7/18/2006,50,75,75,250,250
7/19/2006,50,75,75,250,250
7/20/2006,50,75,75,250,250
7/21/2006,50,75,75,250,250
7/22/2006,50,75,75,250,250
7/23/2006,50,75,75,250,250
7/24/2006,50,75,75,250,250
7/25/2006,50,75,75,250,250
7/26/2006,50,75,75,250,250
7/27/2006,50,75,75,250,250
7/28/2006,50,75,75,250,250
7/29/2006,50,75,75,250,250
7/30/2006,50,75,75,250,250
7/31/2006,50,75,75,250,250
8/1/2006,50,75,75,250,250
8/2/2006,50,75,75,250,250
8/3/2006,50,75,75,250,250
8/4/2006,50,75,75,250,250
8/5/2006,50,75,75,250,250
8/6/2006,50,75,75,250,250
8/7/2006,50,75,75,250,250
8/8/2006,50,75,75,250,250
8/9/2006,50,75,75,250,250
8/10/2006,50,75,75,250,250
8/11/2006,50,75,75,250,250
8/12/2006,50,75,75,250,250
8/13/2006,50,75,75,250,250
8/14/2006,50,75,75,250,250
8/15/2006,50,75,75,250,250
8/16/2006,50,75,75,250,250
8/17/2006,50,75,75,250,250
8/18/2006,50,75,75,250,250
8/19/2006,50,75,75,250,250
8/20/2006,50,75,75,250,250
8/21/2006,50,75,75,250,250
8/22/2006,50,75,75,250,250
8/23/2006,50,75,75,250,250
8/24/2006,50,75,75,250,250
8/25/2006,50,75,75,250,250
8/26/2006,50,75,75,250,250
8/27/2006,50,75,75,250,250
8/28/2006,50,75,75,250,250
8/29/2006,50,75,75,250,250
8/30/2006,50,75,75,250,250
8/31/2006,50,75,75,250,250
9/1/2006,50,75,75,250,250
9/2/2006,50,75,75,250,250
9/3/2006,50,75,75,250,250
9/4/2006,50,75,75,250,250
9/5/2006,50,75,75,250,250
9/6/2006,50,75,75,250,250
9/7/2006,50,75,75,250,250
9/8/2006,50,75,75,250,250
9/9/2006,50,75,75,250,250
9/10/2006,50,75,75,250,250
9/11/2006,50,75,75,250,250
9/12/2006,50,75,75,250,250
9/13/2006,50,75,75,250,250
9/14/2006,50,75,75,250,250
9/15/2006,50,75,75,250,250
9/16/2006,50,75,75,250,250
9/17/2006,50,75,75,250,250
9/18/2006,50,75,75,250,250
9/19/2006,50,75,75,250,250
9/20/2006,50,75,75,250,250
9/21/2006,50,75,75,250,250
9/22/2006,50,75,75,250,250
9/23/2006,50,75,75,250,250
9/24/2006,50,75,75,250,250
9/25/2006,50,75,75,250,250
9/26/2006,50,75,75,250,250
9/27/2006,50,75,75,250,250
9/28/2006,50,75,75,250,250
9/29/2006,50,75,75,250,250
9/30/2006,50,75,75,250,250
10/1/2006,100,150,200,300,300
10/2/2006,100,150,200,300,300
10/3/2006,100,150,200,300,300
10/4/2006,100,150,200,300,300
10/5/2006,100,150,200,300,300
10/6/2006,100,150,200,300,300
10/7/2006,100,150,200,300,300
10/8/2006,100,150,200,300,300
10/9/2006,100,150,200,300,300
10/10/2006,100,150,200,300,300
10/11/2006,100,150,200,300,300
10/12/2006,100,150,200,300,300
10/13/2006,100,150,200,300,300
10/14/2006,100,150,200,300,300
10/15/2006,100,150,200,300,300
10/16/2006,150,150,272.0266041,507.5508607,507.5508607
10/17/2006,150,150,272.0266041,507.5508607,507.5508607
10/18/2006,150,150,272.0266041,507.5508607,507.5508607
10/19/2006,150,150,175,300,300
10/20/2006,150,150,175,300,300
10/21/2006,150,150,175,300,300
10/22/2006,150,150,175,300,300
10/23/2006,150,150,175,300,300
10/24/2006,150,150,175,300,300
10/25/2006,150,150,175,300,300
10/26/2006,150,150,175,300,300
10/27/2006,150,150,175,300,300
10/28/2006,150,150,175,300,300
10/29/2006,150,150,175,300,300
10/30/2006,150,150,175,300,300
10/31/2006,150,150,175,300,300
11/1/2006,150,150,175,300,300
11/2/2006,150,150,175,300,300
11/3/2006,150,150,175,300,300
11/4/2006,150,150,175,300,300
11/5/2006,150,150,175,300,300
11/6/2006,150,150,175,300,300
11/7/2006,150,150,175,300,300
11/8/2006,150,150,175,300,300
11/9/2006,150,150,175,300,300
11/10/2006,150,150,175,300,300
11/11/2006,150,150,175,300,300
11/12/2006,150,150,175,300,300
11/13/2006,150,150,175,300,300
11/14/2006,150,150,175,300,300
11/15/2006,150,150,175,300,300
11/16/2006,150,150,175,300,300
11/17/2006,150,150,175,300,300
11/18/2006,150,150,175,300,300
11/19/2006,150,150,175,300,300
11/20/2006,150,150,175,300,300
11/21/2006,150,150,175,300,300
11/22/2006,150,150,175,300,300
11/23/2006,150,150,175,300,300
11/24/2006,150,150,175,300,300
11/25/2006,150,150,175,300,300
11/26/2006,150,150,175,300,300
11/27/2006,150,150,175,300,300
11/28/2006,150,150,175,300,300
11/29/2006,150,150,175,300,300
11/30/2006,150,150,175,300,300
12/1/2006,150,150,175,300,300
12/2/2006,150,150,175,300,300
12/3/2006,150,150,175,300,300
12/4/2006,150,150,175,300,300
12/5/2006,150,150,175,300,300
12/6/2006,150,150,175,300,300
12/7/2006,150,150,175,300,300
12/8/2006,150,150,175,300,300
12/9/2006,150,150,175,300,300
12/10/2006,150,150,175,300,300
12/11/2006,150,150,175,300,300
12/12/2006,150,150,175,300,300
12/13/2006,150,150,175,300,300
12/14/2006,150,150,175,300,300
12/15/2006,150,150,175,300,300
12/16/2006,150,150,175,300,300
12/17/2006,150,150,175,300,300
12/18/2006,150,150,175,300,300
12/19/2006,150,150,175,300,300
12/20/2006,150,150,175,300,300
12/21/2006,150,150,175,300,300
12/22/2006,150,150,175,300,300
12/23/2006,150,150,175,300,300
12/24/2006,150,150,175,300,300
12/25/2006,150,150,175,300,300
12/26/2006,150,150,175,300,300
12/27/2006,150,150,175,300,300
12/28/2006,150,150,175,300,300
12/29/2006,150,150,175,300,300
12/30/2006,150,150,175,300,300
12/31/2006,150,150,175,300,300
1/1/2007,150,150,175,300,300
1/2/2007,150,150,175,300,300
1/3/2007,150,150,175,300,300
1/4/2007,150,150,175,300,300
1/5/2007,150,150,175,300,300
1/6/2007,150,150,175,300,300
1/7/2007,150,150,175,300,300
1/8/2007,150,150,175,300,300
1/9/2007,150,150,175,300,300
1/10/2007,150,150,175,300,300
1/11/2007,150,150,175,300,300
1/12/2007,150,150,175,300,300
1/13/2007,150,150,175,300,300
1/14/2007,150,150,175,300,300
1/15/2007,150,150,175,300,300
1/16/2007,150,150,175,300,300
1/17/2007,150,150,175,300,300
1/18/2007,150,150,175,300,300
1/19/2007,150,150,175,300,300
1/20/2007,150,150,175,300,300
1/21/2007,150,150,175,300,300
1/22/2007,150,150,175,300,300
1/23/2007,150,150,175,300,300
1/24/2007,150,150,175,300,300
1/25/2007,150,150,175,300,300
1/26/2007,150,150,175,300,300
1/27/2007,150,150,175,300,300
1/28/2007,150,150,175,300,300
1/29/2007,150,150,175,300,300
1/30/2007,150,150,175,300,300
1/31/2007,150,150,175,300,300
2/1/2007,150,150,175,300,300
2/2/2007,150,150,175,300,300
2/3/2007,150,150,175,300,300
2/4/2007,150,150,175,300,300
2/5/2007,150,150,175,300,300
2/6/2007,150,150,175,300,300
2/7/2007,150,150,175,300,300
2/8/2007,150,150,175,300,300
2/9/2007,150,150,175,300,300
2/10/2007,150,150,175,300,300
2/11/2007,150,150,175,300,300
2/12/2007,150,150,175,300,300
2/13/2007,150,150,175,300,300
2/14/2007,150,150,175,300,300
2/15/2007,150,150,175,300,300
2/16/2007,150,150,175,300,300
2/17/2007,150,150,175,300,300
2/18/2007,150,150,175,300,300
2/19/2007,150,150,175,300,300
2/20/2007,150,150,175,300,300
2/21/2007,150,150,175,300,300
2/22/2007,150,150,175,300,300
2/23/2007,150,150,175,300,300
2/24/2007,150,150,175,300,300
2/25/2007,150,150,175,300,300
2/26/2007,150,150,175,300,300
2/27/2007,150,150,175,300,300
2/28/2007,150,150,175,300,300
3/1/2007,150,150,175,300,300
3/2/2007,150,150,175,300,300
3/3/2007,150,150,175,300,300
3/4/2007,150,150,175,300,300
3/5/2007,150,150,175,300,300
3/6/2007,150,150,175,300,300
3/7/2007,150,150,175,300,300
3/8/2007,150,150,175,300,300
3/9/2007,150,150,175,300,300
3/10/2007,150,150,175,300,300
3/11/2007,150,150,175,300,300
3/12/2007,150,150,175,300,300
3/13/2007,150,150,175,300,300
3/14/2007,150,150,175,300,300
3/15/2007,150,150,175,300,300
3/16/2007,150,150,175,300,300
3/17/2007,150,150,175,300,300
3/18/2007,150,150,175,300,300
3/19/2007,150,150,175,300,300
3/20/2007,150,150,175,300,300
3/21/2007,150,150,175,300,300
3/22/2007,150,150,175,300,300
3/23/2007,150,150,175,300,300
3/24/2007,150,150,175,300,300
3/25/2007,150,150,175,300,300
3/26/2007,150,150,175,300,300
3/27/2007,150,150,175,300,300
3/28/2007,150,150,175,300,300
3/29/2007,150,150,175,300,300
3/30/2007,150,150,175,300,300
3/31/2007,150,150,175,300,300
4/1/2007,150,150,175,300,300
4/2/2007,150,150,175,300,300
4/3/2007,150,150,175,300,300
4/4/2007,150,150,175,300,300
4/5/2007,150,150,175,300,300
4/6/2007,150,150,175,300,300
4/7/2007,150,150,175,300,300
4/8/2007,150,150,175,300,300
4/9/2007,150,150,175,300,300
4/10/2007,150,150,175,300,300
4/11/2007,150,150,175,300,300
4/12/2007,150,150,175,300,300
4/13/2007,150,150,175,300,300
4/14/2007,150,150,175,300,300
4/15/2007,150,150,175,300,300
4/16/2007,150,150,175,300,300
4/17/2007,150,150,175,300,300
4/18/2007,150,150,175,300,300
4/19/2007,150,150,175,300,300
4/20/2007,150,150,175,300,300
4/21/2007,150,150,175,300,300
4/22/2007,150,150,175,300,300
4/23/2007,150,150,175,300,300
4/24/2007,150,150,175,300,300
4/25/2007,150,150,175,300,300
4/26/2007,150,150,175,300,300
4/27/2007,150,150,175,300,300
4/28/2007,150,150,175,300,300
4/29/2007,150,150,175,300,300
4/30/2007,150,150,175,300,300
5/1/2007,548.4981316,1481.560793,2331.762001,3529.448117,3529.448117
5/2/2007,548.4981316,1481.560793,2331.762001,3529.448117,3529.448117
5/3/2007,548.4981316,1481.560793,2331.762001,3529.448117,3529.448117
5/4/2007,548.4981316,1481.560793,2331.762001,3529.448117,3529.448117
5/5/2007,548.4981316,1481.560793,2331.762001,3529.448117,3529.448117
5/6/2007,548.4981316,1481.560793,2331.762001,3529.448117,3529.448117
5/7/2007,548.4981316,1481.560793,2331.762001,3529.448117,3529.448117
5/8/2007,548.4981316,1481.560793,2331.762001,3529.448117,3529.448117
5/9/2007,548.4981316,1481.560793,2331.762001,3529.448117,3529.448117
5/10/2007,548.4981316,1481.560793,2331.762001,3529.448117,3529.448117
5/11/2007,548.4981316,1481.560793,2331.762001,3529.448117,3529.448117
5/12/2007,548.4981316,1481.560793,2331.762001,3529.448117,3529.448117
5/13/2007,548.4981316,1481.560793,2331.762001,3529.448117,3529.448117
5/14/2007,548.4981316,1481.560793,2331.762001,3529.448117,3529.448117
5/15/2007,150,150,175,300,300
5/16/2007,150,150,175,300,300
5/17/2007,150,150,175,300,300
5/18/2007,150,150,175,300,300
5/19/2007,150,150,175,300,300
5/20/2007,150,150,175,300,300
5/21/2007,150,150,175,300,300
5/22/2007,150,150,175,300,300
5/23/2007,150,150,175,300,300
5/24/2007,150,150,175,300,300
5/25/2007,150,150,175,300,300
5/26/2007,150,150,175,300,300
5/27/2007,150,150,175,300,300
5/28/2007,150,150,175,300,300
5/29/2007,150,150,175,300,300
5/30/2007,150,150,175,300,300
5/31/2007,150,150,175,300,300
6/1/2007,50,75,75,250,250
6/2/2007,50,75,75,250,250
6/3/2007,50,75,75,250,250
6/4/2007,50,75,75,250,250
6/5/2007,50,75,75,250,250
6/6/2007,50,75,75,250,250
6/7/2007,50,75,75,250,250
6/8/2007,50,75,75,250,250
6/9/2007,50,75,75,250,250
6/10/2007,50,75,75,250,250
6/11/2007,50,75,75,250,250
6/12/2007,50,75,75,250,250
6/13/2007,50,75,75,250,250
6/14/2007,50,75,75,250,250
6/15/2007,50,75,75,250,250
6/16/2007,50,75,75,250,250
6/17/2007,50,75,75,250,250
6/18/2007,50,75,75,250,250
6/19/2007,50,75,75,250,250
6/20/2007,50,75,75,250,250
6/21/2007,50,75,75,250,250
6/22/2007,50,75,75,250,250
6/23/2007,50,75,75,250,250
6/24/2007,50,75,75,250,250
6/25/2007,50,75,75,250,250
6/26/2007,50,75,75,250,250
6/27/2007,50,75,75,250,250
6/28/2007,50,75,75,250,250
6/29/2007,50,75,75,250,250
6/30/2007,50,75,75,250,250
7/1/2007,50,75,75,250,250
7/2/2007,50,75,75,250,250
7/3/2007,50,75,75,250,250
7/4/2007,50,75,75,250,250
7/5/2007,50,75,75,250,250
7/6/2007,50,75,75,250,250
7/7/2007,50,75,75,250,250
7/8/2007,50,75,75,250,250
7/9/2007,50,75,75,250,250
7/10/2007,50,75,75,250,250
7/11/2007,50,75,75,250,250
7/12/2007,50,75,75,250,250
7/13/2007,50,75,75,250,250
7/14/2007,50,75,75,250,250
7/15/2007,50,75,75,250,250
7/16/2007,50,75,75,250,250
7/17/2007,50,75,75,250,250
7/18/2007,50,75,75,250,250
7/19/2007,50,75,75,250,250
7/20/2007,50,75,75,250,250
7/21/2007,50,75,75,250,250
7/22/2007,50,75,75,250,250
7/23/2007,50,75,75,250,250
7/24/2007,50,75,75,250,250
7/25/2007,50,75,75,250,250
7/26/2007,50,75,75,250,250
7/27/2007,50,75,75,250,250
7/28/2007,50,75,75,250,250
7/29/2007,50,75,75,250,250
7/30/2007,50,75,75,250,250
7/31/2007,50,75,75,250,250
8/1/2007,50,75,75,250,250
8/2/2007,50,75,75,250,250
8/3/2007,50,75,75,250,250
8/4/2007,50,75,75,250,250
8/5/2007,50,75,75,250,250
8/6/2007,50,75,75,250,250
8/7/2007,50,75,75,250,250
8/8/2007,50,75,75,250,250
8/9/2007,50,75,75,250,250
8/10/2007,50,75,75,250,250
8/11/2007,50,75,75,250,250
8/12/2007,50,75,75,250,250
8/13/2007,50,75,75,250,250
8/14/2007,50,75,75,250,250
8/15/2007,50,75,75,250,250
8/16/2007,50,75,75,250,250
8/17/2007,50,75,75,250,250
8/18/2007,50,75,75,250,250
8/19/2007,50,75,75,250,250
8/20/2007,50,75,75,250,250
8/21/2007,50,75,75,250,250
8/22/2007,50,75,75,250,250
8/23/2007,50,75,75,250,250
8/24/2007,50,75,75,250,250
8/25/2007,50,75,75,250,250
8/26/2007,50,75,75,250,250
8/27/2007,50,75,75,250,250
8/28/2007,50,75,75,250,250
8/29/2007,50,75,75,250,250
8/30/2007,50,75,75,250,250
8/31/2007,50,75,75,250,250
9/1/2007,50,75,75,250,250
9/2/2007,50,75,75,250,250
9/3/2007,50,75,75,250,250
9/4/2007,50,75,75,250,250
9/5/2007,50,75,75,250,250
9/6/2007,50,75,75,250,250
9/7/2007,50,75,75,250,250
9/8/2007,50,75,75,250,250
9/9/2007,50,75,75,250,250
9/10/2007,50,75,75,250,250
9/11/2007,50,75,75,250,250
9/12/2007,50,75,75,250,250
9/13/2007,50,75,75,250,250
9/14/2007,50,75,75,250,250
9/15/2007,50,75,75,250,250
9/16/2007,50,75,75,250,250
9/17/2007,50,75,75,250,250
9/18/2007,50,75,75,250,250
9/19/2007,50,75,75,250,250
9/20/2007,50,75,75,250,250
9/21/2007,50,75,75,250,250
9/22/2007,50,75,75,250,250
9/23/2007,50,75,75,250,250
9/24/2007,50,75,75,250,250
9/25/2007,50,75,75,250,250
9/26/2007,50,75,75,250,250
9/27/2007,50,75,75,250,250
9/28/2007,50,75,75,250,250
9/29/2007,50,75,75,250,250
9/30/2007,50,75,75,250,250
10/1/2007,100,150,200,300,300
10/2/2007,100,150,200,300,300
10/3/2007,100,150,200,300,300
10/4/2007,100,150,200,300,300
10/5/2007,100,150,200,300,300
10/6/2007,100,150,200,300,300
10/7/2007,100,150,200,300,300
10/8/2007,100,150,200,300,300
10/9/2007,100,150,200,300,300
10/10/2007,100,150,200,300,300
10/11/2007,100,150,200,300,300
10/12/2007,100,150,200,300,300
10/13/2007,100,150,200,300,300
10/14/2007,100,150,200,300,300
10/15/2007,100,150,200,300,300
10/16/2007,150,150,272.0266041,507.5508607,507.5508607
10/17/2007,150,150,272.0266041,507.5508607,507.5508607
10/18/2007,150,150,272.0266041,507.5508607,507.5508607
10/19/2007,150,150,175,300,300
10/20/2007,150,150,175,300,300
10/21/2007,150,150,175,300,300
10/22/2007,150,150,175,300,300
10/23/2007,150,150,175,300,300
10/24/2007,150,150,175,300,300
10/25/2007,150,150,175,300,300
10/26/2007,150,150,175,300,300
10/27/2007,150,150,175,300,300
10/28/2007,150,150,175,300,300
10/29/2007,150,150,175,300,300
10/30/2007,150,150,175,300,300
10/31/2007,150,150,175,300,300
11/1/2007,150,150,175,300,300
11/2/2007,150,150,175,300,300
11/3/2007,150,150,175,300,300
11/4/2007,150,150,175,300,300
11/5/2007,150,150,175,300,300
11/6/2007,150,150,175,300,300
11/7/2007,150,150,175,300,300
11/8/2007,150,150,175,300,300
11/9/2007,150,150,175,300,300
11/10/2007,150,150,175,300,300
11/11/2007,150,150,175,300,300
11/12/2007,150,150,175,300,300
11/13/2007,150,150,175,300,300
11/14/2007,150,150,175,300,300
11/15/2007,150,150,175,300,300
11/16/2007,150,150,175,300,300
11/17/2007,150,150,175,300,300
11/18/2007,150,150,175,300,300
11/19/2007,150,150,175,300,300
11/20/2007,150,150,175,300,300
11/21/2007,150,150,175,300,300
11/22/2007,150,150,175,300,300
11/23/2007,150,150,175,300,300
11/24/2007,150,150,175,300,300
11/25/2007,150,150,175,300,300
11/26/2007,150,150,175,300,300
11/27/2007,150,150,175,300,300
11/28/2007,150,150,175,300,300
11/29/2007,150,150,175,300,300
11/30/2007,150,150,175,300,300
12/1/2007,150,150,175,300,300
12/2/2007,150,150,175,300,300
12/3/2007,150,150,175,300,300
12/4/2007,150,150,175,300,300
12/5/2007,150,150,175,300,300
12/6/2007,150,150,175,300,300
12/7/2007,150,150,175,300,300
12/8/2007,150,150,175,300,300
12/9/2007,150,150,175,300,300
12/10/2007,150,150,175,300,300
12/11/2007,150,150,175,300,300
12/12/2007,150,150,175,300,300
12/13/2007,150,150,175,300,300
12/14/2007,150,150,175,300,300
12/15/2007,150,150,175,300,300
12/16/2007,150,150,175,300,300
12/17/2007,150,150,175,300,300
12/18/2007,150,150,175,300,300
12/19/2007,150,150,175,300,300
12/20/2007,150,150,175,300,300
12/21/2007,150,150,175,300,300
12/22/2007,150,150,175,300,300
12/23/2007,150,150,175,300,300
12/24/2007,150,150,175,300,300
12/25/2007,150,150,175,300,300
12/26/2007,150,150,175,300,300
12/27/2007,150,150,175,300,300
12/28/2007,150,150,175,300,300
12/29/2007,150,150,175,300,300
12/30/2007,150,150,175,300,300
12/31/2007,150,150,175,300,300
1/1/2008,150,150,175,300,300
1/2/2008,150,150,175,300,300
1/3/2008,150,150,175,300,300
1/4/2008,150,150,175,300,300
1/5/2008,150,150,175,300,300
1/6/2008,150,150,175,300,300
1/7/2008,150,150,175,300,300
1/8/2008,150,150,175,300,300
1/9/2008,150,150,175,300,300
1/10/2008,150,150,175,300,300
1/11/2008,150,150,175,300,300
1/12/2008,150,150,175,300,300
1/13/2008,150,150,175,300,300
1/14/2008,150,150,175,300,300
1/15/2008,150,150,175,300,300
1/16/2008,150,150,175,300,300
1/17/2008,150,150,175,300,300
1/18/2008,150,150,175,300,300
1/19/2008,150,150,175,300,300
1/20/2008,150,150,175,300,300
1/21/2008,150,150,175,300,300
1/22/2008,150,150,175,300,300
1/23/2008,150,150,175,300,300
1/24/2008,150,150,175,300,300
1/25/2008,150,150,175,300,300
1/26/2008,150,150,175,300,300
1/27/2008,150,150,175,300,300
